@relation tCoursesSelected

@attribute metadata.site numeric
@attribute metadata.well numeric
@attribute Stimulation_duration {100ms}
@attribute Stimulation_intensity {'100\% light','50\% light','10\% light','2\% light'}
@attribute Stimulation_treatment {'UO126 50uM'}
@attribute RealTime numeric
@attribute trackObjectsLabel numeric
@attribute pos.x numeric
@attribute pos.y numeric
@attribute flNuc.nuc.raw numeric
@attribute flNuc.nuc.corr numeric
@attribute flErk.nuc.raw numeric
@attribute flErk.nuc.corr numeric
@attribute flErk.cyt.raw numeric
@attribute flErk.cyt.corr numeric

@data
0,1,100ms,'100\% light','UO126 50uM',63,1,690.704142,42.10355,0.090532,0.027512,0.183208,0.158967,0.071498,0.047248
0,1,100ms,'100\% light','UO126 50uM',64,1,690.383234,41.775449,0.090873,0.028111,0.183105,0.159163,0.071252,0.047294
0,1,100ms,'100\% light','UO126 50uM',65,1,690.996988,42.108434,0.091805,0.028099,0.1934,0.169033,0.072855,0.048457
0,1,100ms,'100\% light','UO126 50uM',66,1,690.710843,41.900602,0.091992,0.028626,0.19085,0.166684,0.072415,0.048246
0,1,100ms,'100\% light','UO126 50uM',67,1,691.424699,41.918675,0.091838,0.028301,0.187027,0.162596,0.072749,0.048311
0,1,100ms,'100\% light','UO126 50uM',68,1,691.190476,41.83631,0.091616,0.027964,0.183145,0.158704,0.072733,0.048294
0,1,100ms,'100\% light','UO126 50uM',69,1,690.674627,42.020896,0.091769,0.028191,0.182261,0.158092,0.072437,0.048268
0,1,100ms,'100\% light','UO126 50uM',70,1,690.364706,42.091176,0.091433,0.027947,0.181537,0.157137,0.072387,0.047991
0,1,100ms,'100\% light','UO126 50uM',71,1,690.611765,42.423529,0.091453,0.02842,0.184468,0.160217,0.071847,0.047595
0,1,100ms,'100\% light','UO126 50uM',72,1,689.772861,42.439528,0.091821,0.028469,0.183955,0.159864,0.071535,0.047438
0,1,100ms,'100\% light','UO126 50uM',73,1,690.551929,42.062315,0.091986,0.029589,0.182486,0.158478,0.070471,0.046457
0,1,100ms,'100\% light','UO126 50uM',74,1,690.833333,42.223214,0.091981,0.028375,0.181717,0.157371,0.071592,0.047247
0,1,100ms,'100\% light','UO126 50uM',75,1,690.931953,42.683432,0.092317,0.028991,0.18376,0.159655,0.070945,0.04684
0,1,100ms,'100\% light','UO126 50uM',76,1,690.557522,42.174041,0.092562,0.029057,0.183618,0.159472,0.070178,0.046034
0,1,100ms,'100\% light','UO126 50uM',77,1,690.094395,41.961652,0.092544,0.028341,0.182585,0.158504,0.071365,0.04728
0,1,100ms,'100\% light','UO126 50uM',78,1,690.238235,41.658824,0.092689,0.029195,0.183178,0.158867,0.071988,0.04767
0,1,100ms,'100\% light','UO126 50uM',79,1,690,41.916427,0.092662,0.028795,0.185694,0.161464,0.071697,0.047461
0,1,100ms,'100\% light','UO126 50uM',80,1,689.672515,41.947368,0.093152,0.02895,0.18548,0.161482,0.071489,0.047486
0,1,100ms,'100\% light','UO126 50uM',81,1,689.807018,41.850877,0.092974,0.029501,0.185318,0.160797,0.071571,0.047054
0,1,100ms,'100\% light','UO126 50uM',82,1,690.107246,41.866667,0.093218,0.029087,0.183246,0.159029,0.070691,0.046481
0,1,100ms,'100\% light','UO126 50uM',83,1,690.537313,41.907463,0.093507,0.029121,0.186075,0.161526,0.072155,0.047618
0,1,100ms,'100\% light','UO126 50uM',84,1,690.326471,41.911765,0.093412,0.029616,0.184551,0.160271,0.07195,0.047685
0,1,100ms,'100\% light','UO126 50uM',85,1,690.343023,41.520349,0.09343,0.02946,0.187434,0.162929,0.071304,0.046802
0,1,100ms,'100\% light','UO126 50uM',86,1,690.255814,41.241279,0.093383,0.029926,0.187566,0.16332,0.071115,0.046864
0,1,100ms,'100\% light','UO126 50uM',87,1,690.151163,41.639535,0.093765,0.030343,0.186654,0.162379,0.071566,0.047294
0,1,100ms,'100\% light','UO126 50uM',88,1,690.394813,41.54755,0.093539,0.029806,0.18563,0.161532,0.071094,0.047
0,1,100ms,'100\% light','UO126 50uM',89,1,691.193732,41.524217,0.093318,0.029336,0.185636,0.161119,0.071326,0.046803
0,1,100ms,'100\% light','UO126 50uM',0,2,45.101064,44.702128,0.122126,0.061107,0.162674,0.138975,0.064113,0.040422
0,1,100ms,'100\% light','UO126 50uM',1,2,42.415094,45.563342,0.122058,0.061841,0.163801,0.140191,0.064351,0.040741
0,1,100ms,'100\% light','UO126 50uM',2,2,43.029412,45.981283,0.121167,0.061685,0.164394,0.140742,0.063956,0.040307
0,1,100ms,'100\% light','UO126 50uM',3,2,43.533512,46.852547,0.12079,0.061583,0.163713,0.140097,0.064489,0.040875
0,1,100ms,'100\% light','UO126 50uM',4,2,43.680328,46.879781,0.121436,0.06228,0.165254,0.141618,0.064503,0.040866
0,1,100ms,'100\% light','UO126 50uM',5,2,43.891008,47.021798,0.12116,0.062016,0.165331,0.141713,0.064353,0.040733
0,1,100ms,'100\% light','UO126 50uM',6,2,44.18956,47.076923,0.12178,0.062545,0.167079,0.143111,0.065153,0.041182
0,1,100ms,'100\% light','UO126 50uM',7,2,43.542005,46.742547,0.121125,0.062384,0.166106,0.142402,0.064318,0.040614
0,1,100ms,'100\% light','UO126 50uM',8,2,43.195592,46.77135,0.121824,0.062753,0.167541,0.144142,0.064341,0.040946
0,1,100ms,'100\% light','UO126 50uM',9,2,42.704918,46.587432,0.121397,0.062383,0.166898,0.143164,0.064988,0.04127
0,1,100ms,'100\% light','UO126 50uM',10,2,43.547753,47.132022,0.123699,0.064241,0.178529,0.155448,0.066526,0.043447
0,1,100ms,'100\% light','UO126 50uM',11,2,44.361823,47.823362,0.124767,0.065633,0.18183,0.158451,0.066688,0.043315
0,1,100ms,'100\% light','UO126 50uM',12,2,45.27762,48.855524,0.124204,0.065899,0.182049,0.157774,0.066474,0.042208
0,1,100ms,'100\% light','UO126 50uM',13,2,45.191549,49.459155,0.124095,0.064543,0.181751,0.157834,0.066077,0.042173
0,1,100ms,'100\% light','UO126 50uM',14,2,45.400568,49.846591,0.125073,0.06559,0.183258,0.159833,0.065989,0.042584
0,1,100ms,'100\% light','UO126 50uM',15,2,45.485714,50.08,0.125751,0.065328,0.194909,0.171206,0.066778,0.043073
0,1,100ms,'100\% light','UO126 50uM',16,2,46.259887,49.903955,0.125373,0.064721,0.193542,0.169834,0.066421,0.042727
0,1,100ms,'100\% light','UO126 50uM',17,2,47.207386,50.036932,0.12568,0.065645,0.194283,0.170882,0.065875,0.042475
0,1,100ms,'100\% light','UO126 50uM',18,2,47.482857,50.182857,0.126106,0.065299,0.194724,0.171209,0.066193,0.042677
0,1,100ms,'100\% light','UO126 50uM',19,2,47.818182,50.982955,0.12601,0.066305,0.193959,0.170295,0.066483,0.042826
0,1,100ms,'100\% light','UO126 50uM',20,2,48.560117,51.366569,0.128505,0.067446,0.210257,0.186262,0.067032,0.043047
0,1,100ms,'100\% light','UO126 50uM',21,2,48.523121,51.768786,0.127328,0.066475,0.205729,0.182014,0.066668,0.042965
0,1,100ms,'100\% light','UO126 50uM',22,2,49.402299,52.232759,0.127143,0.066888,0.20269,0.178441,0.066616,0.042379
0,1,100ms,'100\% light','UO126 50uM',23,2,49.718391,52.586207,0.12717,0.067136,0.203767,0.180076,0.066321,0.042643
0,1,100ms,'100\% light','UO126 50uM',24,2,50.62069,53.186782,0.127623,0.066861,0.201989,0.177617,0.067176,0.042819
0,1,100ms,'100\% light','UO126 50uM',25,2,50.434783,54.217391,0.128416,0.067277,0.211626,0.187271,0.068993,0.044668
0,1,100ms,'100\% light','UO126 50uM',26,2,50.619883,54.798246,0.129034,0.067913,0.211851,0.188234,0.068244,0.044648
0,1,100ms,'100\% light','UO126 50uM',27,2,51.132565,55.772334,0.12829,0.067357,0.206738,0.182774,0.068781,0.044852
0,1,100ms,'100\% light','UO126 50uM',28,2,51.997101,55.350725,0.128798,0.06853,0.208439,0.184847,0.069492,0.045938
0,1,100ms,'100\% light','UO126 50uM',29,2,52.400576,55.576369,0.1285,0.067594,0.205395,0.18166,0.06928,0.045577
0,1,100ms,'100\% light','UO126 50uM',30,2,52.252199,55.354839,0.129992,0.068427,0.214531,0.191082,0.071119,0.047717
0,1,100ms,'100\% light','UO126 50uM',31,2,52.248538,55.532164,0.12957,0.068703,0.209871,0.185883,0.07075,0.046815
0,1,100ms,'100\% light','UO126 50uM',32,2,52.00578,55.609827,0.128502,0.067914,0.20141,0.177527,0.071146,0.047313
0,1,100ms,'100\% light','UO126 50uM',33,2,52.994203,56.066667,0.12882,0.068485,0.201537,0.178121,0.071162,0.047803
0,1,100ms,'100\% light','UO126 50uM',34,2,53.297688,55.959538,0.12856,0.06826,0.196245,0.172417,0.071934,0.048141
0,1,100ms,'100\% light','UO126 50uM',35,2,53.228986,55.831884,0.129149,0.068741,0.203872,0.180205,0.074094,0.050496
0,1,100ms,'100\% light','UO126 50uM',36,2,52.543605,55.563953,0.129176,0.068545,0.199259,0.175771,0.074343,0.050904
0,1,100ms,'100\% light','UO126 50uM',37,2,52.158358,55.410557,0.129355,0.068719,0.193993,0.170547,0.076266,0.052886
0,1,100ms,'100\% light','UO126 50uM',38,2,51.758017,55.667638,0.129249,0.068685,0.194764,0.171073,0.076332,0.052704
0,1,100ms,'100\% light','UO126 50uM',39,2,51.68915,56.061584,0.130005,0.070055,0.189545,0.165525,0.076923,0.05297
0,1,100ms,'100\% light','UO126 50uM',40,2,52.260997,56.28739,0.130281,0.069579,0.193356,0.169077,0.080813,0.056593
0,1,100ms,'100\% light','UO126 50uM',41,2,51.855072,56.684058,0.12947,0.068417,0.187842,0.16421,0.07986,0.056269
0,1,100ms,'100\% light','UO126 50uM',42,2,52.251445,56.468208,0.128999,0.06845,0.180527,0.156517,0.081327,0.057379
0,1,100ms,'100\% light','UO126 50uM',43,2,52.150289,56.508671,0.129044,0.068639,0.181436,0.157557,0.080923,0.057102
0,1,100ms,'100\% light','UO126 50uM',44,2,52.473373,56.928994,0.130283,0.069361,0.185013,0.161082,0.080351,0.056488
0,1,100ms,'100\% light','UO126 50uM',45,2,52.648968,56.820059,0.130494,0.069176,0.188902,0.165246,0.082013,0.058444
0,1,100ms,'100\% light','UO126 50uM',46,2,52.479042,56.676647,0.131249,0.071423,0.18839,0.164774,0.081249,0.057715
0,1,100ms,'100\% light','UO126 50uM',47,2,52.900585,57.061404,0.13009,0.068971,0.179582,0.155738,0.081784,0.058009
0,1,100ms,'100\% light','UO126 50uM',48,2,53.118343,56.893491,0.130583,0.070059,0.182726,0.158981,0.081185,0.057511
0,1,100ms,'100\% light','UO126 50uM',49,2,52.636628,56.212209,0.129587,0.069204,0.180976,0.157205,0.080203,0.056512
0,1,100ms,'100\% light','UO126 50uM',50,2,52.294643,56.300595,0.131238,0.069832,0.189921,0.166026,0.082747,0.058912
0,1,100ms,'100\% light','UO126 50uM',51,2,51.851312,56.994169,0.130259,0.069351,0.186415,0.162521,0.080257,0.056441
0,1,100ms,'100\% light','UO126 50uM',52,2,51.510204,56.810496,0.129885,0.069339,0.181364,0.15887,0.079327,0.056933
0,1,100ms,'100\% light','UO126 50uM',53,2,51.191045,56.104478,0.13119,0.07015,0.184592,0.160294,0.081049,0.056805
0,1,100ms,'100\% light','UO126 50uM',54,2,50.369822,55.757396,0.130594,0.07021,0.183879,0.159791,0.079592,0.055559
0,1,100ms,'100\% light','UO126 50uM',55,2,50.721557,55.431138,0.131744,0.070606,0.192041,0.167927,0.082383,0.05833
0,1,100ms,'100\% light','UO126 50uM',56,2,51.326347,55.55988,0.13211,0.071409,0.190887,0.166585,0.081706,0.05747
0,1,100ms,'100\% light','UO126 50uM',57,2,51.727003,55.468843,0.131282,0.07045,0.186264,0.162586,0.082082,0.058474
0,1,100ms,'100\% light','UO126 50uM',58,2,51.812317,55.824047,0.130623,0.069648,0.184355,0.160795,0.081573,0.058092
0,1,100ms,'100\% light','UO126 50uM',59,2,51.345238,55.627976,0.131737,0.070414,0.18952,0.165702,0.079887,0.056132
0,1,100ms,'100\% light','UO126 50uM',60,2,51.883234,56.086826,0.132449,0.071169,0.196453,0.172443,0.081774,0.05782
0,1,100ms,'100\% light','UO126 50uM',61,2,51.78635,55.830861,0.132133,0.071118,0.194923,0.171405,0.081118,0.057674
0,1,100ms,'100\% light','UO126 50uM',62,2,51.859701,55.704478,0.132296,0.071564,0.192454,0.168588,0.082004,0.058202
0,1,100ms,'100\% light','UO126 50uM',63,2,51.719403,55.146269,0.132196,0.071305,0.19027,0.166344,0.08129,0.057423
0,1,100ms,'100\% light','UO126 50uM',64,2,51.68314,55.427326,0.13089,0.069664,0.185896,0.162003,0.080842,0.056983
0,1,100ms,'100\% light','UO126 50uM',65,2,52.267647,56.5,0.132423,0.070297,0.195732,0.171667,0.080606,0.056601
0,1,100ms,'100\% light','UO126 50uM',66,2,51.827485,55.605263,0.13207,0.070211,0.196654,0.173494,0.079664,0.056599
0,1,100ms,'100\% light','UO126 50uM',67,2,52.017857,56.056548,0.133119,0.071387,0.195158,0.17159,0.07927,0.055784
0,1,100ms,'100\% light','UO126 50uM',68,2,52.337313,56.558209,0.133601,0.071794,0.191797,0.167947,0.079289,0.055501
0,1,100ms,'100\% light','UO126 50uM',69,2,51.872404,56.774481,0.133217,0.072416,0.190659,0.167137,0.077664,0.054223
0,1,100ms,'100\% light','UO126 50uM',70,2,51.869436,56.792285,0.133028,0.071468,0.190894,0.166903,0.078611,0.054687
0,1,100ms,'100\% light','UO126 50uM',71,2,52.447059,56.994118,0.132683,0.071989,0.189984,0.166538,0.077703,0.054343
0,1,100ms,'100\% light','UO126 50uM',72,2,51.880597,56.576119,0.133699,0.072048,0.190843,0.167256,0.077445,0.0539
0,1,100ms,'100\% light','UO126 50uM',73,2,52.068249,56.881306,0.133531,0.071876,0.18937,0.165914,0.076982,0.053612
0,1,100ms,'100\% light','UO126 50uM',74,2,52.532544,56.911243,0.133495,0.071586,0.188942,0.165524,0.07662,0.053283
0,1,100ms,'100\% light','UO126 50uM',75,2,52.538235,57.473529,0.133401,0.071897,0.188453,0.164397,0.077286,0.053293
0,1,100ms,'100\% light','UO126 50uM',76,2,52.696165,57.0059,0.133657,0.071486,0.188713,0.164779,0.076637,0.05277
0,1,100ms,'100\% light','UO126 50uM',77,2,53.100592,57.440828,0.133654,0.0715,0.188725,0.165029,0.075603,0.051988
0,1,100ms,'100\% light','UO126 50uM',78,2,52.662791,56.944767,0.133076,0.071528,0.188422,0.165277,0.073596,0.050544
0,1,100ms,'100\% light','UO126 50uM',79,2,52.685131,57.673469,0.133182,0.070726,0.189985,0.166569,0.073075,0.049727
0,1,100ms,'100\% light','UO126 50uM',80,2,53.043353,57.745665,0.132715,0.069983,0.189141,0.165111,0.072595,0.04863
0,1,100ms,'100\% light','UO126 50uM',81,2,53.324713,56.942529,0.132697,0.070508,0.190284,0.166782,0.071809,0.048395
0,1,100ms,'100\% light','UO126 50uM',82,2,53.451149,57.063218,0.132596,0.070728,0.190544,0.16677,0.071696,0.048001
0,1,100ms,'100\% light','UO126 50uM',83,2,53.609195,57.497126,0.132855,0.070751,0.190406,0.166514,0.071657,0.047842
0,1,100ms,'100\% light','UO126 50uM',84,2,53.07781,57.008646,0.133057,0.070732,0.191109,0.167359,0.071109,0.047437
0,1,100ms,'100\% light','UO126 50uM',85,2,52.985673,56.945559,0.133008,0.070841,0.190613,0.166526,0.070942,0.046924
0,1,100ms,'100\% light','UO126 50uM',86,2,53.501416,57.322946,0.132531,0.069639,0.189047,0.16471,0.070564,0.046306
0,1,100ms,'100\% light','UO126 50uM',87,2,53.632479,57.868946,0.133168,0.069995,0.191737,0.167825,0.069686,0.045859
0,1,100ms,'100\% light','UO126 50uM',88,2,53.425714,57.614286,0.133008,0.070083,0.191431,0.167415,0.070033,0.046097
0,1,100ms,'100\% light','UO126 50uM',89,2,53.478992,57.414566,0.132493,0.069591,0.189999,0.166051,0.069131,0.045255
0,1,100ms,'100\% light','UO126 50uM',0,3,180.704545,63.21875,0.100611,0.037217,0.113439,0.089397,0.063373,0.039312
0,1,100ms,'100\% light','UO126 50uM',1,3,177.432277,63.18732,0.100273,0.037644,0.114691,0.090299,0.063542,0.039143
0,1,100ms,'100\% light','UO126 50uM',2,3,178.109827,63.17341,0.099628,0.037945,0.115073,0.090917,0.063405,0.039231
0,1,100ms,'100\% light','UO126 50uM',3,3,178.58309,63.483965,0.099379,0.038006,0.115067,0.09091,0.064126,0.039949
0,1,100ms,'100\% light','UO126 50uM',4,3,179.539359,63.265306,0.098936,0.037607,0.114019,0.089825,0.064045,0.039832
0,1,100ms,'100\% light','UO126 50uM',5,3,179.887283,63.364162,0.098589,0.037324,0.113351,0.089237,0.063931,0.039806
0,1,100ms,'100\% light','UO126 50uM',6,3,180.110795,63.869318,0.097958,0.037239,0.113111,0.088619,0.064324,0.039827
0,1,100ms,'100\% light','UO126 50uM',7,3,179.847701,64.112069,0.098161,0.037089,0.113917,0.089664,0.063652,0.039386
0,1,100ms,'100\% light','UO126 50uM',8,3,179.76,64.151429,0.097963,0.037455,0.113354,0.089478,0.063601,0.039719
0,1,100ms,'100\% light','UO126 50uM',9,3,179.691643,64.100865,0.098314,0.037285,0.113459,0.089271,0.06395,0.039755
0,1,100ms,'100\% light','UO126 50uM',10,3,179.834302,64.25,0.098944,0.037973,0.12638,0.102261,0.065463,0.041341
0,1,100ms,'100\% light','UO126 50uM',11,3,179.874636,64.402332,0.099302,0.038112,0.129016,0.105148,0.064369,0.040483
0,1,100ms,'100\% light','UO126 50uM',12,3,179.911243,64.579882,0.099654,0.038148,0.127925,0.103495,0.064605,0.040157
0,1,100ms,'100\% light','UO126 50uM',13,3,179.178363,64.880117,0.09914,0.037825,0.123079,0.098864,0.065005,0.040759
0,1,100ms,'100\% light','UO126 50uM',14,3,179.190616,64.683284,0.099397,0.038309,0.123213,0.099495,0.063947,0.040194
0,1,100ms,'100\% light','UO126 50uM',15,3,179.741071,64.559524,0.100266,0.038357,0.128489,0.10382,0.066223,0.041556
0,1,100ms,'100\% light','UO126 50uM',16,3,179.626866,64.492537,0.100426,0.038318,0.126574,0.102662,0.065467,0.041523
0,1,100ms,'100\% light','UO126 50uM',17,3,180.3,64.348485,0.100616,0.038516,0.122771,0.098394,0.066585,0.042201
0,1,100ms,'100\% light','UO126 50uM',18,3,179.892857,64.125,0.100352,0.038469,0.124538,0.100048,0.065817,0.041327
